,Tên xe,Giá,Năm sản xuất,Kiểu dáng,Tình trạng,Xuất xứ,Số km đã đi,Tỉnh thành,Hộp số,Nhiên liệu
175, Hyundai Solati 2.5 MT 2019,770000000,2019,Van/Minivan,Đãquasửdụng,Trongnước,208.000km,Tp.HCM,Sốtay,Diesel
176,"
                Hyundai Palisade 2.2L-8AT 2019",2450000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,30.000km,"

HàNội
",Sốtựđộng,Diesel
177, Lexus RX 350 L 2012,1220000000,2012,SUV,Đãquasửdụng,Nhậpkhẩu,,HàNội,Sốtựđộng,Xăng
178, Mazda CX-5 2.0 Luxury 2020,795000000,2020,SUV,Đãquasửdụng,Trongnước,21.000km,Tp.HCM,Sốtựđộng,Xăng
179, Ford Everest 2010,300000000,2010,SUV,Đãquasửdụng,Nhậpkhẩu,14.000km,Tp.HCM,Sốtựđộng,Xăng
180,"
                Toyota Yaris 1.3G 2016",358000000,2016,Hatchback,Đãquasửdụng,Nhậpkhẩu,,"

HàNội
",Sốtựđộng,Xăng
181, Toyota Fortuner 2.4G 4x2 AT  2017,766000000,2017,SUV,Đãquasửdụng,Nhậpkhẩu,82.000km,Tp.HCM,Sốtay,
182, Mazda 3 1.5L Deluxe 2020,615000000,2020,Sedan,Đãquasửdụng,Trongnước,35.000km,HàNội,Sốtựđộng,Xăng
183,"
                Mazda 3 Sport 1.5L Luxury 2019",555000000,2019,Hatchback,Đãquasửdụng,Trongnước,30.000km,"

HàNội
",Sốtựđộng,Xăng
184,"
                Toyota Yaris RS 1.5 AT 2011",330000000,2011,Hatchback,Đãquasửdụng,Nhậpkhẩu,110.000km,"

HàNội
",Sốtựđộng,Xăng
185,"
                Chenglong H7 2015",1050000000,2015,Truck,Đãquasửdụng,Trongnước,,"

HàNội
",Sốtay,Diesel
186, Mercedes-Benz C200 2.0 AT 2015,879000000,2015,Sedan,Đãquasửdụng,Nhậpkhẩu,,HàNội,Sốtựđộng,Xăng
187, Volvo V90 2019,2410000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,30.000km,HàNội,Sốtựđộng,Xăng
188, Kia Cerato 1.6MT 2018,415000000,2018,Sedan,Đãquasửdụng,Trongnước,83.000km,Tp.HCM,Sốtay,Xăng
189,"
                Mazda 3 1.5L Sedan 2015",458000000,2015,Sedan,Đãquasửdụng,Trongnước,,"

HàNội
",Sốtựđộng,Xăng
190,"
                Toyota Fortuner 2.5G 4x2MT 2013",565000000,2013,SUV,Đãquasửdụng,Trongnước,110.000km,"

ĐắkLắk
",Sốtay,Diesel
191,"
                Ford Transit Cao cấp 2015",352000000,2015,Van/Minivan,Đãquasửdụng,Trongnước,137.000km,"

Tp.HCM
",Sốtay,Diesel
192,"
                Toyota Innova 2.0E 2017",398000000,2017,MPV,Đãquasửdụng,Trongnước,60.000km,"

ĐắkLắk
",Sốtay,Xăng
193, Toyota Innova 2.0E 2016,308000000,2016,MPV,Đãquasửdụng,Trongnước,,BàRịaVũngTàu,Sốtay,Xăng
194,"
                Toyota Camry 2.0E 2015",625000000,2015,Sedan,Đãquasửdụng,Trongnước,65.000km,"

Tp.HCM
",Sốtựđộng,Xăng
195, Toyota Camry 2.5Q 2014,730000000,2014,Sedan,Đãquasửdụng,Nhậpkhẩu,,HàNội,Sốtựđộng,Xăng
196,"
                Peugeot 408 Deluxe 2014",375000000,2014,Sedan,Đãquasửdụng,Trongnước,80.000km,"

HàNội
",Sốtựđộng,Xăng
197, Mercedes-Benz C200 2.0 AT 2019,1268000000,2019,Sedan,Đãquasửdụng,Nhậpkhẩu,20.000km,Tp.HCM,Sốtựđộng,Xăng
198,"
                Renault Duster 2.0L-4AT 2016",395000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,60.000km,"

HàNội
",Sốtựđộng,Xăng
199,"
                BMW X5 2008",560000000,2008,SUV,Đãquasửdụng,Nhậpkhẩu,190.000km,"

Tp.HCM
",Sốtựđộng,Xăng
200, Lexus RX 350 2009,1150000000,2009,SUV,Đãquasửdụng,Nhậpkhẩu,30.000km,Tp.HCM,Sốtựđộng,
201,"
                Porsche Macan 2.0 2015",2169000000,2015,SUV,Đãquasửdụng,Nhậpkhẩu,56.000km,"

HàNội
",Sốtựđộng,Xăng
202, Mitsubishi Lancer iO 2.0 2009,394000000,2009,Sedan,Đãquasửdụng,Nhậpkhẩu,144.000km,LạngSơn,Sốtựđộng,Xăng
203, Kia Morning LX 1.0 MT 2013,138000000,2013,Hatchback,Đãquasửdụng,Trongnước,,HàNội,Sốtay,Xăng
204,"
                Toyota Corolla Altis 1.8G AT 2014",365000000,2014,Sedan,Đãquasửdụng,Trongnước,,"

HàNội
",Sốtựđộng,Xăng
205, Kia Morning 1.25AT 2015,285000000,2015,Hatchback,Đãquasửdụng,Trongnước,,HàNội,Sốtựđộng,Xăng
206,"
                Porsche Panamera 2011",1499000000,2011,Sedan,Đãquasửdụng,Nhậpkhẩu,42.000km,"

Tp.HCM
",Sốtựđộng,Xăng
207, Daewoo Lacetti SE 1.6 MT 2013,220000000,2013,Sedan,Đãquasửdụng,Trongnước,90.000km,HàNội,Sốtựđộng,Xăng
208,"
                Toyota Innova 2.0 Venturer AT 2019",201000000,2019,MPV,Đãquasửdụng,Trongnước,39.000km,"

HàNội
",Sốtựđộng,Xăng
209,"
                Mitsubishi Xpander 1.5MT 2019",475000000,2019,MPV,Đãquasửdụng,Trongnước,47.000km,"

HàNội
",Sốtay,Xăng
210, Mitsubishi Xpander 1.5 AT  2020,105000000,2020,MPV,Đãquasửdụng,Nhậpkhẩu,5.201km,NghệAn,Sốtựđộng,Xăng
211,"
                Toyota Vios 2006",145000000,2006,Sedan,Đãquasửdụng,Trongnước,15.000km,"

BìnhDương
",Sốtựđộng,
212, Nissan X Terra 2.5L 4x4 7AT 2018,299000000,2018,SUV,Đãquasửdụng,Nhậpkhẩu,78.000km,Tp.HCM,Sốtựđộng,Xăng
213,"
                Toyota Vios 1.5G AT 2017",360000000,2017,Sedan,Đãquasửdụng,Nhậpkhẩu,40.000km,"

BàRịaVũngTàu
",Sốtựđộng,Xăng
214, Kia Morning 2011,115000000,2011,Hatchback,Đãquasửdụng,Trongnước,,NghệAn,Sốtựđộng,Xăng
215,"
                Toyota Innova 2.0E 2016",469000000,2016,MPV,Đãquasửdụng,Trongnước,69.000km,"

Tp.HCM
",Sốtay,Xăng
216,"
                Geely Emgrand 2011",185000000,2011,Sedan,Đãquasửdụng,Nhậpkhẩu,,"

HảiPhòng
",Sốtựđộng,
217, Mini Cooper 5 cửa 2013,520000000,2013,Hatchback,Đãquasửdụng,Nhậpkhẩu,28.000km,Tp.HCM,Sốtựđộng,Xăng
218, BMW X1 sDrive18i 2016,950000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,,HàNội,Sốtựđộng,
219, Kia Morning 2011,258000000,2011,Hatchback,Đãquasửdụng,Nhậpkhẩu,100.000km,HàNội,Sốtựđộng,Xăng
220,"
                Ford EcoSport Titanium 1.5L AT 2017",445000000,2017,SUV,Đãquasửdụng,Nhậpkhẩu,,"

Tp.HCM
",Sốtựđộng,Xăng
221, Toyota Fortuner 2.4G 4x2 2019,895000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,49.000km,Tp.HCM,Sốtay,Diesel
222,"
                Hyundai Sonata 2.0L-6AT 2014",599000000,2014,Sedan,Đãquasửdụng,Nhậpkhẩu,55.000km,"

HàNội
",Sốtựđộng,Xăng
223,"
                Hyundai Solati 2.5 MT 2018",610000000,2018,Van/Minivan,Đãquasửdụng,Trongnước,240.000km,"

HàNội
",Sốtay,Diesel
224,"
                BMW 116i 2013",579000000,2013,Hatchback,Đãquasửdụng,Trongnước,,"

HàNội
",,
225,"
                Land Rover Range Rover 3.0 HSE 2015",2790000000,2015,SUV,Đãquasửdụng,Trongnước,,"

HàNội
",,
226,"
                BMW X2 sDrive20i 2018",1535000000,2018,SUV,Đãquasửdụng,Nhậpkhẩu,8.000km,"

HàNội
",Sốtựđộng,Xăng
227,"
                Briliance V7 2020",660000000,2020,SUV,Đãquasửdụng,Nhậpkhẩu,30.000km,"

TháiNguyên
",Sốtựđộng,
228, Chevrolet Spark 1.0 2013,95000000,2013,Hatchback,Đãquasửdụng,Trongnước,,BìnhDương,Sốtay,Xăng
229, Kia Sedona 2.2 Luxury 2016,670000000,2016,MPV,Đãquasửdụng,Nhậpkhẩu,60.000km,HàNội,Sốtựđộng,Xăng
230,"
                Hyundai Creta 1.6 AT Diesel 2017",590000000,2017,SUV,Đãquasửdụng,Nhậpkhẩu,39.000km,"

HàNội
",Sốtựđộng,Diesel
231, Mercedes-Benz E200 Exclusive 2021,2250000000,2021,Sedan,Đãquasửdụng,Nhậpkhẩu,3.000km,Tp.HCM,Sốtựđộng,Xăng
232, Kia Sedona 2.2 DAT 2016,745000000,2016,MPV,Đãquasửdụng,Trongnước,70.000km,Tp.HCM,Sốtựđộng,
233, Mercedes-Benz C200 2012,485000000,2012,Sedan,Đãquasửdụng,Trongnước,42.000km,Tp.HCM,Sốtựđộng,Xăng
234, Lexus LX 570 Super Sport 2014,3890000000,2014,SUV,Đãquasửdụng,Nhậpkhẩu,,HàNội,Sốtựđộng,Xăng
235,"
                BMW X4 xDrive20i M Sport 2016",1565000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,53.000km,"

Tp.HCM
",Sốtựđộng,Xăng
236,"
                Mazda 3 1.5 Hatchback 2018",540000000,2018,Hatchback,Đãquasửdụng,Trongnước,,"

Tp.HCM
",Sốtựđộng,Xăng
237,"
                Mercedes-Benz C 250 AMG 2012",535000000,2012,Sedan,Đãquasửdụng,Trongnước,,"

HàNội
",Sốtựđộng,Xăng
238,"
                Mercedes-Benz Maybach S450 2020",7190000000,2020,Sedan,Đãquasửdụng,Nhậpkhẩu,19.000km,"

HàNội
",Sốtựđộng,Xăng
239, Mercedes-Benz C 250 AMG 2012,499000000,2012,Sedan,Đãquasửdụng,Nhậpkhẩu,80.000km,HàNội,Sốtựđộng,Xăng
240, Mazda 3 1.5L Sedan 2016,495000000,2016,Sedan,Đãquasửdụng,Trongnước,45.000km,HàNội,Sốtựđộng,Xăng
241,"
                Chevrolet Colorado LTZ 2.8 AT 4x4 2018",399000000,2018,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,114.000km,"

AnGiang
",Sốtựđộng,Diesel
242,"
                BMW 320i M Sport 2013",645000000,2013,Sedan,Đãquasửdụng,Nhậpkhẩu,90.000km,"

HàNội
",Sốtựđộng,Xăng
243,"
                Toyota Innova 2.0G 2008",228000000,2008,MPV,Đãquasửdụng,Nhậpkhẩu,,"

HàNội
",Sốtay,
244,"
                Toyota Fortuner 2.4G 4x2 AT  2018",899000000,2018,SUV,Đãquasửdụng,Trongnước,,"

HàNội
",Sốtựđộng,
245,"
                Toyota Innova 2.0G 2017",449000000,2017,MPV,Đãquasửdụng,Trongnước,85.000km,"

Tp.HCM
",Sốtay,
246,"
                Mazda 3 1.5 Hatchback 2019",635000000,2019,Hatchback,Đãquasửdụng,Trongnước,10.000km,"

HàNội
",Sốtựđộng,Xăng
247, Toyota Innova 2.0E 2019,545000000,2019,MPV,Đãquasửdụng,Trongnước,52.000km,BắcNinh,Sốtay,Xăng
248,"
                Toyota Innova 2.0E 2007",179000000,2007,MPV,Đãquasửdụng,Trongnước,,"

BìnhDương
",Sốtựđộng,Xăng
249, Honda City 1.5 CVT 2016,385000000,2016,Sedan,Đãquasửdụng,Trongnước,65.000km,Tp.HCM,Sốtựđộng,Xăng
250,"
                Chevrolet Orlando LTZ 2016",396000000,2016,MPV,Đãquasửdụng,Trongnước,,"

Tp.HCM
",Sốtựđộng,Xăng
251,"
                Kia Forte 2009",278000000,2009,Sedan,Đãquasửdụng,Trongnước,23.588km,"

NghệAn
",Sốtựđộng,Xăng
252,"
                Ford Ranger XLS 2.2 4x2 AT 2018",565000000,2018,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,42.000km,"

HàNội
",Sốtay,Diesel
253,"
                Mazda 3 1.5L Sedan 2020",630000000,2020,Sedan,Đãquasửdụng,Trongnước,25.000km,"

HàNội
",Sốtựđộng,Xăng
254,"
                Kia Sorento 2.4AT 2014",500000000,2014,SUV,Đãquasửdụng,Nhậpkhẩu,55.000km,"

Tp.HCM
",Sốtựđộng,Xăng
255, Mitsubishi Attrage 1.2L AT 2020,315000000,2020,Sedan,Đãquasửdụng,Nhậpkhẩu,21.501km,HàNội,Sốtựđộng,Xăng
256,"
                Toyota Innova 2.0G 2020",290000000,2020,MPV,Đãquasửdụng,Trongnước,17.000km,"

Tp.HCM
",Sốtay,Xăng
257,"
                Mazda 3 1.6L 2018",565000000,2018,Sedan,Đãquasửdụng,Nhậpkhẩu,46.000km,"

HàNội
",Sốtựđộng,Xăng
258,"
                Kia K3000S 2010",177000000,2010,Truck,Đãquasửdụng,Trongnước,,"

AnGiang
",Sốtựđộng,
259,"
                Chevrolet Trailblazer 2.5L 4x2 AT 2019",670000000,2019,SUV,Đãquasửdụng,Nhậpkhẩu,100.000km,"

BìnhThuận
",Sốtựđộng,Diesel
260,"
                Kia Morning 1.25AT 2011",272000000,2011,Hatchback,Đãquasửdụng,Nhậpkhẩu,70.000km,"

HàNội
",Sốtựđộng,Xăng
261,"
                Honda City 1.5 TOP CVT 2020",530000000,2020,Sedan,Đãquasửdụng,Trongnước,22.800km,"

Tp.HCM
",Sốtựđộng,Xăng
262,"
                Hyundai Universe 2017",1290000000,2017,Van/Minivan,Đãquasửdụng,Nhậpkhẩu,140.000km,"

Tp.HCM
",Sốtay,Diesel
263,"
                Ford Everest 2.5MT 2011",315000000,2011,SUV,Đãquasửdụng,Nhậpkhẩu,95.000km,"

Tp.HCM
",Sốtay,Xăng
264,"
                Honda Accord EX 2.4 AT 2007",343000000,2007,Sedan,Đãquasửdụng,Nhậpkhẩu,93.000km,"

Tp.HCM
",Sốtựđộng,Xăng
265,"
                Toyota Innova 2.0G 2008",175000000,2008,MPV,Đãquasửdụng,Trongnước,180.000km,"

HàNội
",Sốtay,Xăng
266, Toyota Innova 2.0E 2013,199000000,2013,MPV,Đãquasửdụng,Trongnước,98.000km,Tp.HCM,Sốtay,Xăng
267,"
                Ford Transit Tiêu chuẩn 2017",300000000,2017,Van/Minivan,Đãquasửdụng,Trongnước,106.000km,"

Tp.HCM
",Sốtay,Diesel
268, Toyota Fortuner 2.5G 4x2MT 2018,816000000,2018,SUV,Đãquasửdụng,Nhậpkhẩu,,Tp.HCM,Sốtay,Diesel
269,"
                Ford Transit Luxury 2017",350000000,2017,Van/Minivan,Đãquasửdụng,Trongnước,149.000km,"

ĐắkLắk
",Sốtay,Diesel
270, Mitsubishi Triton 4×4 AT (mới) 2020,639000000,2020,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,15.000km,HàNội,Sốtựđộng,Diesel
271,"
                Chevrolet Spark LT 2012",135000000,2012,Hatchback,Đãquasửdụng,Trongnước,95.000km,"

Tp.HCM
",Sốtay,Xăng
272, Mazda 3 1.6L 2015,439000000,2015,Sedan,Đãquasửdụng,Trongnước,86.000km,HòaBình,Sốtựđộng,Xăng
273, BMW X6 2014,1220000000,2014,SUV,Đãquasửdụng,Nhậpkhẩu,100.000km,Tp.HCM,Sốtựđộng,Xăng
274,"
                Kia Carens 2.0MT 2011",209000000,2011,CUV,Đãquasửdụng,Nhậpkhẩu,70.000km,"

Tp.HCM
",Sốtay,Xăng
275,"
                Daihatsu Terios 2006",260000000,2006,SUV,Đãquasửdụng,Nhậpkhẩu,81.000km,"

ĐàNẵng
",Sốtựđộng,Xăng
276,"
                Ford Transit Tiêu chuẩn 2014",270000000,2014,Van/Minivan,Đãquasửdụng,Trongnước,145.000km,"

HảiDương
",Sốtay,Diesel
277, Toyota Innova 2.0G 2017,465000000,2017,MPV,Đãquasửdụng,Nhậpkhẩu,60.000km,Tp.HCM,Sốtay,Xăng
278,"
                Hyundai Grand Starex 2.4 MT 2009",250000000,2009,Van/Minivan,Đãquasửdụng,Nhậpkhẩu,100.000km,"

HàNội
",Sốtay,Xăng
279,"
                Hyundai Santa Fe SLX 2010",460000000,2010,SUV,Đãquasửdụng,Nhậpkhẩu,150.000km,"

Tp.HCM
",Sốtựđộng,Xăng
280,"
                Toyota Camry 2.5Q 2013",650000000,2013,Sedan,Đãquasửdụng,Trongnước,8.600km,"

HàNội
",Sốtựđộng,Xăng
281, Mazda 2 1.5AT 2017,405000000,2017,Sedan,Đãquasửdụng,Trongnước,,HảiPhòng,Sốtựđộng,Xăng
282, Ford Fiesta 1.5AT Titanium 2016,325000000,2016,Sedan,Đãquasửdụng,Trongnước,71.000km,Tp.HCM,Sốtựđộng,Xăng
283,"
                Toyota Fortuner 2.4 MT 4x2 2017",810000000,2017,SUV,Đãquasửdụng,Nhậpkhẩu,68.000km,"

Tp.HCM
",Sốtay,
284,"
                Mercedes-Benz GLK300 2009",485000000,2009,SUV,Đãquasửdụng,Trongnước,,"

Tp.HCM
",Sốtựđộng,Xăng
285,"
                Volkswagen Polo 1.6AT 2017",488000000,2017,Sedan,Đãquasửdụng,Nhậpkhẩu,,"

HàNội
",Sốtựđộng,Xăng
286,"
                Ford Ranger XLS 2.2 4x2 AT 2018",642000000,2018,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,15.000km,"

HàNội
",Sốtựđộng,Diesel
287,"
                Toyota Camry 2.5Q 2018",898000000,2018,Sedan,Đãquasửdụng,Trongnước,50.000km,"

HàNội
",Sốtựđộng,Xăng
288,"
                Toyota Yaris 1.3G 2014",380000000,2014,Hatchback,Đãquasửdụng,Nhậpkhẩu,92.000km,"

Tp.HCM
",Sốtựđộng,Xăng
289,"
                Toyota Camry 1993",127000000,1993,Sedan,Đãquasửdụng,Nhậpkhẩu,68.000km,"

Tp.HCM
",Sốtựđộng,Xăng
290, Ford Everest 2.5AT 2016,565000000,2016,SUV,Đãquasửdụng,Nhậpkhẩu,6.000km,Tp.HCM,Sốtựđộng,Diesel
291,"
                BMW 328i GT 2014",899000000,2014,Sedan,Đãquasửdụng,Nhậpkhẩu,82.000km,"

HàNội
",,
292,"
                Isuzu QKR 2021",439000000,2021,Truck,Đãquasửdụng,Trongnước,40.000km,"

Tp.HCM
",Sốtay,Diesel
293, Porsche Panamera 3.0 V6 2010,1550000000,2010,Sedan,Đãquasửdụng,Nhậpkhẩu,66.666km,HàNội,Sốtựđộng,Xăng
294,"
                Ford Everest Limited 2015",580000000,2015,SUV,Đãquasửdụng,Trongnước,,"

HàNội
",Sốtựđộng,Diesel
295,"
                Luxgen M7 2010",335000000,2010,MPV,Đãquasửdụng,Nhậpkhẩu,100.000km,"

Tp.HCM
",Sốtựđộng,Xăng
296,"
                Toyota Innova 2.0E 2006",170000000,2006,MPV,Đãquasửdụng,Trongnước,111.111km,"

ThừaThiênHuế
",Sốtay,Xăng
297, Toyota Yaris E 1.3 AT 2007,275000000,2007,Sedan,Đãquasửdụng,Nhậpkhẩu,82.532km,HàNội,Sốtựđộng,
298, Toyota Camry 3.5Q 2007,399000000,2007,Sedan,Đãquasửdụng,Trongnước,,Tp.HCM,Sốtựđộng,Xăng
299,"
                Toyota Camry 2.4G 2007",395000000,2007,Sedan,Đãquasửdụng,Trongnước,110.000km,"

Tp.HCM
",Sốtựđộng,Xăng
300,"
                Hyundai County 2010",190000000,2010,Van/Minivan,Đãquasửdụng,Nhậpkhẩu,350.000km,"

ĐắkNông
",Sốtay,Diesel
301, Toyota Camry 2.5Q 2017,829000000,2017,Sedan,Đãquasửdụng,Trongnước,,HàNội,Sốtựđộng,Xăng
302,"
                Toyota Vios 1.5 G CVT 2005",135000000,2005,Sedan,Đãquasửdụng,Trongnước,168.000km,"

VĩnhLong
",Sốtay,Xăng
303,"
                Toyota Corolla Altis 1.8G MT 2012",295000000,2012,Sedan,Đãquasửdụng,Trongnước,101.101km,"

HàNội
",Sốtay,Xăng
304,"
                Mercedes-Benz S 450L Luxury 2017",2390000000,2017,Sedan,Đãquasửdụng,Trongnước,30.000km,"

HàNội
",Sốtựđộng,Xăng
305,"
                Mercedes-Benz C180 2005",185000000,2005,Sedan,Đãquasửdụng,Trongnước,,"

BìnhDương
",Sốtựđộng,Xăng
306,"
                Mercedes-Benz S300 2011",1220000000,2011,Sedan,Đãquasửdụng,Trongnước,69.000km,"

HàNội
",Sốtựđộng,Xăng
307,"
                Toyota Corolla Altis 1.8AT 2013",450000000,2013,Sedan,Đãquasửdụng,Trongnước,113.000km,"

HàNội
",Sốtựđộng,Xăng
308, Mazda 6 2.0 Premium 2019,432000000,2019,Sedan,Đãquasửdụng,Trongnước,40.000km,BìnhPhước,Sốtựđộng,Xăng
309,"
                Lexus LX 470 1998",680000000,1998,SUV,Đãquasửdụng,Nhậpkhẩu,180.000km,"

HàNội
",Sốtựđộng,Xăng
310, Hyundai Kona 1.6 Turbo 2019,635000000,2019,SUV,Đãquasửdụng,Trongnước,,Tp.HCM,Sốtựđộng,Xăng
311,"
                Porsche Panamera 4 2011",1380000000,2011,Sedan,Đãquasửdụng,Nhậpkhẩu,90.000km,"

HàNội
",Sốtựđộng,Xăng
312,"
                Mercedes-Benz GLC 250 4Matic 2017",1320000000,2017,SUV,Đãquasửdụng,Trongnước,52.000km,"

HàNội
",Sốtựđộng,Xăng
313,"
                BMW 325i 2010",385000000,2010,Sedan,Đãquasửdụng,Nhậpkhẩu,90.000km,"

HàNội
",Sốtựđộng,Xăng
314,"
                Lexus GX 460 2021",5900000000,2021,SUV,Đãquasửdụng,Nhậpkhẩu,10.000km,"

HàNội
",Sốtựđộng,Xăng
315, Toyota Fortuner 2.7 V 4X2 AT 2015,695000000,2015,SUV,Đãquasửdụng,Trongnước,68.000km,Tp.HCM,Sốtựđộng,Xăng
316,"
                Mazda CX-5 2.5 Premium AT 2WD 2015",600000000,2015,SUV,Đãquasửdụng,Trongnước,134.000km,"

Tp.HCM
",Sốtựđộng,Xăng
317,"
                Toyota Innova 2.0E 2013",400000000,2013,MPV,Đãquasửdụng,Trongnước,117.000km,"

QuảngBình
",Sốtay,Xăng
318,"
                Hyundai Elantra 1.6 MT 2018",430000000,2018,Sedan,Đãquasửdụng,Trongnước,28.000km,"

BàRịaVũngTàu
",Sốtay,Xăng
319, BMW X1 2011,460000000,2011,SUV,Đãquasửdụng,Nhậpkhẩu,120.000km,HàNội,Sốtựđộng,Xăng
320, Porsche Cayenne S 2019,5950000000,2019,SUV,Đãquasửdụng,Trongnước,12.000km,HàNội,Sốtựđộng,
321, Hyundai Grand i10 Hatchback 1.0 MT 2015,235000000,2015,Hatchback,Đãquasửdụng,Trongnước,,VĩnhPhúc,Sốtay,Xăng
322, Audi Q7 2012,1180000000,2012,SUV,Đãquasửdụng,Nhậpkhẩu,80.000km,HàNội,Sốtựđộng,Xăng
323, Hyundai Accent 1.4AT Đặc biệt 2018,483000000,2018,Sedan,Đãquasửdụng,Trongnước,,VĩnhPhúc,Sốtựđộng,Xăng
324, Hyundai Accent 1.4AT Đặc biệt 2021,535000000,2021,Sedan,Đãquasửdụng,Trongnước,4.000km,VĩnhPhúc,Sốtựđộng,Xăng
325, Ford Ranger XLS 2.2 4x2 AT 2019,708000000,2019,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,115.000km,ĐắkNông,Sốtựđộng,Diesel
326, Mazda 3 1.5L Sedan 2016,498000000,2016,Sedan,Đãquasửdụng,Trongnước,,VĩnhPhúc,Sốtựđộng,Xăng
327, Mazda 3 2.0L Signature Premium 2016,513000000,2016,Sedan,Đãquasửdụng,Trongnước,61.000km,Tp.HCM,Sốtựđộng,Xăng
328, Suzuki Swift GLX 1.2 CVT 2019,520000000,2019,Hatchback,Đãquasửdụng,Nhậpkhẩu,31.000km,HàNội,Sốtựđộng,Xăng
329, Hyundai Accent 1.4AT Đặc biệt 2015,665000000,2015,Sedan,Đãquasửdụng,Trongnước,,VĩnhPhúc,Sốtựđộng,Xăng
330, Ford Ranger Wildtrak 3.2 4x4 AT 2016,775000000,2016,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,50.000km,Tp.HCM,Sốtựđộng,Diesel
331, BMW 520i 2015,1100000000,2015,Sedan,Đãquasửdụng,Nhậpkhẩu,45.000km,HàNội,Sốtựđộng,Xăng
332, Toyota Fortuner 2.7 V 4X2 AT 2021,1169000000,2021,SUV,Đãquasửdụng,Trongnước,7.000km,HàNội,Sốtựđộng,Xăng
333, Toyota Vios 1.5 E CVT 2020,496000000,2020,Sedan,Đãquasửdụng,Trongnước,64.000km,ĐắkNông,Sốtựđộng,Xăng
334, Lexus LX 570 Super Sport 2021,9999000000,2021,SUV,Đãquasửdụng,Nhậpkhẩu,5.000km,HàNội,Sốtựđộng,Xăng
335, Mazda CX-5 2.0 Premium 2020,885000000,2020,CUV,Đãquasửdụng,Trongnước,17.000km,HàNội,Sốtựđộng,Xăng
336, Land Rover Range Rover 3.0 HSE 2015,3750000000,2015,SUV,Đãquasửdụng,Nhậpkhẩu,45.000km,HàNội,Sốtựđộng,Xăng
337, Ford Focus 1.8L 2013,358000000,2013,Hatchback,Đãquasửdụng,Trongnước,40.000km,Tp.HCM,Sốtựđộng,Xăng
338, Land Rover Discovery Sport HSE Luxury  2015,2468000000,2015,SUV,Đãquasửdụng,Nhậpkhẩu,43.000km,Tp.HCM,Sốtựđộng,Xăng
339, Toyota Vios 1.5G AT 2019,522000000,2019,Sedan,Đãquasửdụng,Trongnước,25.300km,Tp.HCM,Sốtựđộng,Xăng
340, Lexus ES 250 F Sport 2016,1690000000,2016,Sedan,Đãquasửdụng,Nhậpkhẩu,50.000km,HàNội,Sốtựđộng,Xăng
341, Porsche Cayenne 3.6 V6 2013,2468000000,2013,SUV,Đãquasửdụng,Nhậpkhẩu,48.000km,Tp.HCM,Sốtựđộng,Xăng
342, Mercedes-Benz S450 2019,3666000000,2019,Sedan,Đãquasửdụng,Trongnước,30.578km,HàNội,Sốtựđộng,Xăng
343, Mercedes-Benz C200 Exclusive 2021,1620000000,2021,Sedan,Đãquasửdụng,Trongnước,12.070km,HàNội,Sốtựđộng,Xăng
344, Toyota Hiace 3.0 MT 2005,79000000,2005,Van/Minivan,Đãquasửdụng,Trongnước,200.000km,BìnhDương,Sốtay,Xăng
345, Mercedes-Benz E200 Exclusive 2019,1850000000,2019,Sedan,Đãquasửdụng,Trongnước,12.000km,Tp.HCM,Sốtựđộng,Xăng
346, Mazda CX-5 2.5 Premium AT 4WD 2019,849000000,2019,SUV,Đãquasửdụng,Trongnước,53.000km,Tp.HCM,Sốtựđộng,Xăng
347, Hyundai Santa Fe 2.2L (Máy dầu) tiêu chuẩn 2018,890000000,2018,SUV,Đãquasửdụng,Trongnước,60.000km,HàNội,Sốtựđộng,Diesel
348, Ford Ranger XLS 2.2 4x2 AT 2018,678000000,2018,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,50.000km,Tp.HCM,Sốtựđộng,Diesel
349, Mercedes-Benz C300 AMG 2016,1190000000,2016,Sedan,Đãquasửdụng,Trongnước,49.890km,HàNội,Sốtựđộng,
350, Ford Ranger XLS 2.2 4x2 AT 2014,465000000,2014,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,77.000km,HàNội,Sốtựđộng,Diesel
351, Ford Ranger XLS 2.2 4x2 AT 2019,708000000,2019,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,115.000km,BìnhDương,Sốtựđộng,Diesel
352, Isuzu QKR 2018,390000000,2018,Truck,Đãquasửdụng,Trongnước,,ĐàNẵng,Sốtay,
353, Ford Ranger XLS 2.2 4x2 AT 2019,708000000,2019,Pick-upTruck,Đãquasửdụng,Nhậpkhẩu,115.000km,ĐồngNai,Sốtựđộng,Diesel
